cycle,mode,lli_pct,normal_sei_loss_ah,sei_on_cracks_loss_ah,total_sei_loss_ah,sei_loss_ah,total_plated_lithium_ah,dead_lithium_ah,reversible_plated_lithium_ah,plating_loss_ah,dead_lithium_loss_ah,negative_sei_thickness_m,negative_sei_on_cracks_thickness_m,negative_electrode_min_potential_v,temperature_max_k,ambient_temperature_k,temperature_rise_max_k,negative_lam_pct,positive_lam_pct,negative_porosity,positive_porosity,negative_active_material_fraction,positive_active_material_fraction
43,virtual,0.21700332962473112,0.008309661101424708,0.022876869721668927,0.031186530823093635,0.031186530823093635,0.006428794411701272,0.006403622953223005,2.5171458478266684e-05,0.006428794411701272,0.006403622953223005,1.4251426833186427e-08,1.3342353391042924e-08,-0.20892754421618334,327.9701756427514,296.15,31.82017564275145,0.012716548315282239,0.015759726445494948,0.2362981190313917,0.33499999999999996,0.7499046258876355,0.6648951978191376
44,virtual,0.22063070008152863,0.008439688209543186,0.023141795080960682,0.031581483290503864,0.031581483290503864,0.0065386845703236315,0.006513562201251127,2.5122369072504147e-05,0.0065386845703236315,0.006513562201251127,1.4396222989320046e-08,1.3496764151810303e-08,-0.20903567892237104,327.95841759581214,296.15,31.80841759581216,0.013011922584553304,0.016118435807882747,0.23612294627894123,0.33499999999999996,0.7499024105806159,0.6648928124018778
45,virtual,0.224232053863048,0.0085684399692492,0.023403765963111427,0.03197220593236063,0.03197220593236063,0.006647973650272346,0.006622899957501635,2.5073692770711045e-05,0.006647973650272346,0.006622899957501635,1.4539600201644423e-08,1.3649449622698408e-08,-0.20952662762522536,327.9282273168214,296.15,31.778227316821415,0.01330729699898825,0.016476843076773662,0.23594961619061838,0.33499999999999996,0.7499001952725077,0.6648904289935397
46,virtual,0.22780966941110137,0.008695953640651255,0.023662880305398162,0.032358833946049416,0.032358833946049416,0.006756790069951486,0.006731764542839187,2.5025527112298822e-05,0.006756790069951486,0.006731764542839187,1.4681599938025956e-08,1.3800466958070907e-08,-0.20978715853664034,327.8948324676676,296.15,31.744832467667607,0.01360267145955163,0.01683495240192201,0.23577806354104758,0.33499999999999996,0.7498979799640535,0.6648880475665274
47,virtual,0.23135735332340346,0.008822268219831113,0.023919237885117392,0.032741506104948505,0.032741506104948505,0.0068646434199112994,0.00683966555737601,2.497786253528953e-05,0.0068646434199112994,0.00683966555737601,1.4822265599434009e-08,1.3949874383715962e-08,-0.2097560091260777,327.87566822402067,296.15,31.725668224020694,0.013898045906387324,0.017192771460258882,0.23560825744284225,0.33499999999999996,0.7498957646557022,0.6648856680697894
48,virtual,0.23488430183688536,0.00894741426497252,0.02417291982172072,0.03312033408669324,0.03312033408669324,0.006972173020022588,0.006947242508129561,2.4930511893026495e-05,0.006972173020022588,0.006947242508129561,1.4961631193656958e-08,1.409771924265049e-08,-0.2099368275182709,327.8400361295796,296.15,31.690036129579596,0.014193420258450828,0.017550293962457886,0.2354401131116863,0.33499999999999996,0.7498935493480617,0.6648832905451498
49,virtual,0.23837620847508845,0.009071429299071784,0.024424019964858247,0.03349544926393003,0.03349544926393003,0.0070782978553693985,0.007053414409409428,2.488344595997019e-05,0.0070782978553693985,0.007053414409409428,1.5099738482649176e-08,1.4244056300628061e-08,-0.2100533215108217,327.83053470344277,296.15,31.680534703442788,0.014488794426142704,0.01790755473687966,0.23527363705343,0.33499999999999996,0.7498913340418041,0.664880914761
50,virtual,0.24186970632624138,0.009194334614136452,0.024672598033291884,0.033866932647428336,0.033866932647428336,0.007185669285676975,0.007160832514752725,2.4836770924250087e-05,0.007185669285676975,0.007160832514752725,1.5236611159239942e-08,1.4388920417186651e-08,-0.21046506171296225,327.7626632595884,296.15,31.61266325958843,0.014784168466533743,0.018264447884973833,0.235108640976986,0.33499999999999996,0.7498891187365011,0.6648785414215651
51,virtual,0.24531035207404273,0.009316174081412415,0.024918758255803943,0.03423493233721636,0.03423493233721636,0.007290270182490397,0.007265479733995508,2.4790448494889025e-05,0.007290270182490397,0.007265479733995508,1.53722980535974e-08,1.4532372408299466e-08,-0.2104045883763173,327.7837971358313,296.15,31.633797135831344,0.01507954219266594,0.0186211536214671,0.23494529440983072,0.33499999999999996,0.7498869034335551,0.6648761693284174
52,virtual,0.24872723372634198,0.009436969295484508,0.025162558733010678,0.03459952802849518,0.03459952802849518,0.00739420100056787,0.007369456148150826,2.4744852417044223e-05,0.00739420100056787,0.007369456148150826,1.5506823196184465e-08,1.4674446187282687e-08,-0.21061676977262334,327.7604674292937,296.15,31.61046742929375,0.015374915635320008,0.01897759324926085,0.23478344155242295,0.33499999999999996,0.7498846881327352,0.6648737990048926
