cycle,mode,lli_pct,normal_sei_loss_ah,sei_on_cracks_loss_ah,total_sei_loss_ah,sei_loss_ah,total_plated_lithium_ah,dead_lithium_ah,reversible_plated_lithium_ah,plating_loss_ah,dead_lithium_loss_ah,negative_sei_thickness_m,negative_sei_on_cracks_thickness_m,negative_electrode_min_potential_v,temperature_max_k,ambient_temperature_k,temperature_rise_max_k,negative_lam_pct,positive_lam_pct,negative_porosity,positive_porosity,negative_active_material_fraction,positive_active_material_fraction
11,virtual,0.1227007788407235,0.0071904064694031464,0.02057692711583348,0.027767333585236628,0.027767333585236628,0.001467782488795232,0.0014416440445936924,2.6138444201539686e-05,0.001467782488795232,0.0014416440445936924,1.30041784443683e-08,1.2003763614862581e-08,-0.20708176918681553,328.7385494314559,296.15,32.58854943145593,0.0032593039940991275,0.0040643871353864824,0.23804716169361193,0.33499999999999996,0.7499755552200443,0.6649729718255498
12,virtual,0.13060099287054072,0.007634983986433353,0.02149307813355504,0.029128062119988394,0.029128062119988394,0.0015738774700978998,0.0015479243870058247,2.5953083092075105e-05,0.0015738774700978998,0.0015479243870058247,1.3499100787189025e-08,1.2538107583474606e-08,-0.20805051288122214,328.6571305380927,296.15,32.507130538092724,0.003555480328756744,0.004426443289560211,0.2374594436007411,0.33499999999999996,0.7499733338975344,0.6649705641521246
13,virtual,0.13824388006733557,0.008064017366492236,0.022372145032193754,0.03043616239868599,0.03043616239868599,0.0016768392769458686,0.0016510640681232866,2.5775208822582073e-05,0.0016768392769458686,0.0016510640681232866,1.3976722969595434e-08,1.3050811218539477e-08,-0.20835620846734212,328.57425891486304,296.15,32.42425891486306,0.003851640409507695,0.004787588526056652,0.23689439999183864,0.33499999999999996,0.7499711126969288,0.6649681625363019
14,virtual,0.1456537183119906,0.008479051285600519,0.023218344608246518,0.031697395893847034,0.031697395893847034,0.0017768889547166854,0.0017512851006652808,2.5603854051404595e-05,0.0017768889547166854,0.0017512851006652808,1.4438764312174792e-08,1.3544334794362727e-08,-0.2090850231033964,328.4968453024474,296.15,32.346845302447434,0.004147784425327927,0.00514784353188702,0.2363495556519434,0.33499999999999996,0.7499688916168101,0.6649657668405131
15,virtual,0.15285720547741732,0.008881382397022472,0.02403513471645224,0.032916517113474715,0.032916517113474715,0.0018746716213790889,0.0018492330534923716,2.5438567886717275e-05,0.0018746716213790889,0.0018492330534923716,1.4886668065578738e-08,1.4020695800089945e-08,-0.20973147035427758,328.41491403782834,296.15,32.26491403782836,0.004443912432776642,0.005507234857532239,0.23582284115279675,0.33499999999999996,0.7499666706567543,0.6649633768881976
16,virtual,0.15988032908522598,0.009272118404690246,0.024825405653394014,0.034097524058084264,0.034097524058084264,0.001970970197218389,0.0019456921251166967,2.5278072101692344e-05,0.001970970197218389,0.0019456921251166967,1.5321667165140316e-08,1.4481580594761424e-08,-0.21040338957797314,328.32508753885685,296.15,32.17508753885687,0.004740024586169511,0.0058657798117423,0.23531250240343526,0.33499999999999996,0.7499644498156038,0.6649609925642521
17,virtual,0.16670953959045676,0.009652244011790167,0.025591661976921868,0.035243905988712035,0.035243905988712035,0.0020638110972829833,0.0020386888592458714,2.5122238037111975e-05,0.0020638110972829833,0.0020386888592458714,1.5744857639833823e-08,1.4928450478685616e-08,-0.21090848382166708,328.276154867284,296.15,32.126154867284015,0.005036120932132349,0.006223513004044889,0.2348171625207221,0.33499999999999996,0.7499622290930091,0.6649586136385233
18,virtual,0.17338091874246686,0.010022574520119266,0.026335963040193772,0.03635853756031304,0.03635853756031304,0.0021550047923740803,0.0021300342216062948,2.4970570767785492e-05,0.0021550047923740803,0.0021300342216062948,1.6157146958199616e-08,1.5362507014013163e-08,-0.21158884957022533,328.1985168126536,296.15,32.048516812653645,0.0053322013887822095,0.006580451236345652,0.23433548796072723,0.33499999999999996,0.7499600084895842,0.6649562399992784
19,virtual,0.17990047867075987,0.010383851202319345,0.027060139992058908,0.03744399119437825,0.03744399119437825,0.0022442472000446896,0.0022194245168541695,2.482268319052008e-05,0.0022442472000446896,0.0022194245168541695,1.6559360191862305e-08,1.5784818613447588e-08,-0.22057513624337013,328.13285526579966,296.15,31.982855265799685,0.005628265770681651,0.006936596121519756,0.23386639691876143,0.33499999999999996,0.74995778800672,0.6649538716357921
20,virtual,0.18628081444646227,0.010736717655817825,0.02776576591111985,0.038502483566937674,0.038502483566937674,0.0023318104995714156,0.0023071323855805496,2.467811399086599e-05,0.0023318104995714156,0.0023071323855805496,1.6952213691994892e-08,1.6196303123900474e-08,-0.212724226149403,328.0658134992891,296.15,31.91581349928913,0.0059243140673572725,0.007291964442103449,0.23340892623043175,0.33499999999999996,0.7499555676444949,0.6649515084364602
